date_time,power,windspeed,tem,hum,pressure,precipitation,wind_dir
12/14 10h,0.29348845,6.608263849,25.91332397,84.18300105,1015.386406,0.096214004,103.2602005
12/14 11h,0.217318184,6.026252554,26.1149231,82.9039932,1014.964766,0.090006739,94.42245483
12/14 12h,0.212001064,5.9838115,26.40221558,81.36049333,1014.085625,0.115682837,83.6835022
12/14 13h,0.274633162,6.470455742,26.15264282,82.70643782,1012.987266,0.055159908,78.45650482
12/14 14h,0.415302139,7.415161447,26.30220947,82.21485551,1012.170313,0.083799008,80.07128906
12/14 15h,0.473083105,7.744833666,25.96132813,83.90319115,1011.888984,0.021724496,86.36348724
12/14 16h,0.432239271,7.509643606,25.86098633,84.83592702,1011.836016,0.017915387,86.28010559
12/14 17h,0.357871699,7.076331542,25.09819946,88.14978337,1012.442422,0.003242865,87.59515381
12/14 18h,0.395469411,7.288904021,24.9152771,89.24892546,1012.952188,0.001691282,93.5242691
12/14 19h,0.407065072,7.353916387,24.856073,89.99397487,1013.295078,0,100.8036346
12/14 20h,0.337742901,6.94046611,24.64574585,91.54078549,1013.830703,0,104.322464
12/14 21h,0.29652579,6.623358949,24.4977356,92.80332629,1014.235234,0,105.1650314
12/14 22h,0.212538968,5.97361012,24.44103394,93.53545567,1014.525156,0,104.6197815
12/14 23h,0.137721208,5.174390617,24.3961731,93.99975335,1014.006797,0.00084471,102.9972687
12/15 0h,0.088141151,4.491450916,24.2973877,94.61027789,1013.971719,0.003948342,103.8897781
12/15 1h,0.068648213,4.194148667,24.20888672,94.87626856,1013.365313,0.007757451,103.9060974
12/15 2h,0.076045196,4.307896506,24.29021606,94.80693397,1012.970078,0.0093095,104.2411041
12/15 3h,0.076372072,4.31267077,24.12474976,95.62520399,1012.600703,0.001691282,103.7666321
12/15 4h,0.076526253,4.315052236,24.06121216,96.08180127,1012.363672,0.021019019,106.376709
12/15 5h,0.088148134,4.492925042,24.10326538,94.81088026,1012.293438,0.015516765,106.3234253
12/15 6h,0.076920674,4.320231583,24.08580933,94.68113201,1013.171953,0.017068814,110.3193588
12/15 7h,0.092998556,4.565956527,24.17803345,94.46916732,1013.325313,0.010296702,114.1961899
12/15 8h,0.087010187,4.477060848,24.77288208,90.9052104,1013.404063,0.025251415,113.8123703
12/15 9h,0.060365014,4.072537644,25.97127686,83.93871708,1013.988906,0.013400801,107.3197784
12/15 10h,0.033340426,3.506915073,26.22710571,82.9395179,1013.648516,0.005641486,95.53639221
12/15 11h,0.01266027,3.04870869,26.42247925,82.78825646,1012.792734,0.003666151,74.99009705
12/15 12h,0.015809047,3.119095236,26.54586182,81.98178049,1011.919766,0.006205402,57.70348358
12/15 13h,0.032078244,3.481699036,26.50008545,82.60922219,1010.653984,0.014952384,56.3602829
12/15 14h,0.065439855,4.155988789,26.40938721,83.08387902,1009.946641,0.013400801,62.39260864
12/15 15h,0.103405764,4.740452832,26.05169067,84.81539059,1009.798281,0,65.26593781
12/15 16h,0.170261191,5.537879436,25.7111145,86.89978528,1009.911563,0,68.38430023
12/15 17h,0.340310957,6.969924906,24.76445923,91.90745061,1010.444063,0,71.4964447
12/15 18h,0.294427062,6.617416433,24.70122681,91.85717202,1010.426875,0,87.64927673
12/15 19h,0.285647448,6.548745194,24.71117554,91.55268402,1011.064063,0,98.93823242
12/15 20h,0.264819424,6.387411201,24.57314453,92.37509474,1011.413125,0,112.016655
12/15 21h,0.219999891,6.04115587,24.27712402,93.87374157,1012.146953,0,117.5351563
12/15 22h,0.168032973,5.500414886,24.23412476,94.2510106,1012.4,0,120.8840561
12/15 23h,0.091408562,4.542313515,24.06899414,95.13178833,1012.496016,0.000562519,117.6698151
12/16 0h,0.041885325,3.690423934,23.95244751,95.73553114,1012.478125,0.002114102,105.5215378
12/16 1h,0.02156586,3.242801173,23.89354858,96.59401981,1012.068125,0.003666151,97.90964508
12/16 2h,0.019090807,3.18857199,24.07897339,96.35926711,1011.937031,0.006205402,102.6037674
12/16 3h,0.023542132,3.286490147,23.87487183,96.7112138,1011.744922,0.027226284,96.55653381
12/16 4h,0.038250566,3.610992635,24.03438721,96.12071703,1011.972109,0.017492101,91.32125854
12/16 5h,0.029856374,3.42537435,24.08330688,96.04915041,1012.923906,0.039500184,118.6003952
12/16 6h,0.040445121,3.658041687,24.03283081,94.77022832,1013.482266,0.133882277,74.08566284
12/16 7h,0.093177458,4.569613133,24.53917847,94.22191239,1013.894766,0.017633196,66.60798645
12/16 8h,0.176821284,5.589642072,24.28057251,91.94446499,1015.137109,0.417733565,67.32550812
12/16 9h,0.679910039,8.687870437,23.16317139,85.21768444,1015.988516,0.647833571,66.01152802
12/16 10h,1.460463067,12.01233938,22.00527344,86.12100873,1016.319141,0.421824865,56.01485443
12/16 11h,1.398180098,11.62849462,21.7600647,83.72413166,1016.735938,0.277642161,48.18354797
12/16 12h,1.464084111,11.99079044,20.91625366,82.09865316,1016.18,0.223467592,43.9561615
12/16 13h,1.422123761,11.74722678,20.58376465,81.56070469,1015.154375,0.136844814,44.68553162
12/16 14h,1.331467458,11.22565853,20.54171143,80.14211114,1014.676641,0.007616356,46.0668335
12/16 15h,1.262207384,10.87862872,19.87676392,79.86165004,1015.128516,0.022570603,45.37423706
12/16 16h,1.147831537,10.45987484,19.55050049,79.38506012,1015.849375,0.115118921,44.3943634
12/16 17h,0.876459328,9.449016935,19.94313965,79.31818367,1017.309063,0.08845469,47.27697754
12/16 18h,0.998604914,9.916310177,19.8723999,78.92578418,1017.656953,0.103408936,47.6346283
12/16 19h,1.273348521,10.9019066,19.66176758,79.23824834,1018.090938,0.155185349,49.02787781
12/16 20h,1.435592431,11.75799777,19.28411255,80.41808341,1018.864844,0.107641332,50.38822937
12/16 21h,1.473380785,11.95836215,18.82698975,81.61908947,1019.237891,0.1168116,53.19128418
12/16 22h,1.456341098,11.85572905,18.69609985,81.66347662,1019.403516,0.096778385,55.32145691
12/16 23h,1.377072134,11.40268584,18.61480103,82.2506511,1019.072891,0.172678847,55.65072632
12/17 0h,1.377624969,11.39807785,18.38015137,82.69435977,1019.255781,0.280181412,54.32151794
12/17 1h,1.387825185,11.45535014,18.34276733,82.81308456,1019.255781,0.343525782,52.50188446
12/17 2h,1.375564475,11.38302519,18.21624146,82.82907946,1019.107969,0.220928341,52.16784668
12/17 3h,1.366487508,11.32718325,18.02993164,83.10660099,1018.9775,0.187633559,51.80795288
12/17 4h,1.408553281,11.56631648,18.04488525,82.93918486,1019.159688,0.1618159,52.23004913
12/17 5h,1.196509801,10.60554712,18.53377686,82.67502144,1019.177578,0.182695687,57.87660217
12/17 6h,1.238726451,10.75037672,18.50353394,83.57426582,1020.367578,0.135998242,53.96530914
12/17 7h,1.197930748,10.60402127,18.50478516,82.86590402,1020.640313,0.131484121,50.84169006
12/17 8h,1.177256235,10.5312084,18.64190063,82.74888178,1020.932109,0.141077209,48.59205627
12/17 9h,1.203826713,10.62406518,18.63598022,82.64855941,1021.31875,0.121326186,46.74243164
12/17 10h,1.34171261,11.18066329,18.45836792,82.47219649,1021.138359,0.20625582,46.65049744
12/17 11h,1.348179992,11.21409729,18.15703735,82.76950275,1020.546094,0.27143443,47.20808411
12/17 12h,1.28466223,10.91135159,18.12090454,82.26031734,1019.601094,0.180861447,46.61616516
12/17 13h,1.173234105,10.51635629,17.97008667,82.60627551,1018.725703,0.112861395,46.03549194
12/17 14h,1.069118956,10.14931349,18.018396,82.45191318,1017.961641,0.025533605,47.45387268
12/17 15h,0.937878598,9.658818775,17.92647705,82.63963893,1017.720938,0.04373258,50.13945007
12/17 16h,0.805860569,9.155313348,17.91900024,82.87820799,1017.600938,0.103691127,51.92141724
12/17 17h,0.706676775,8.742536781,17.84514771,83.36396505,1018.493594,0.155326445,57.89318848
12/17 18h,0.730493263,8.846543531,17.96416626,83.42975644,1018.682578,0.182554591,54.68761444
12/17 19h,0.815553491,9.191653431,18.2262207,82.65922647,1018.880234,0.235741492,56.05249786
12/17 20h,0.884145569,9.455175521,18.415979,82.42211452,1019.000234,0.193840824,58.2460022
12/17 21h,0.928036056,9.62556839,18.70079956,82.45772859,1019.180625,0.12527639,59.8733139
12/17 22h,0.976927498,9.816998261,18.90114746,82.53175726,1018.622266,0.061790925,61.51984406
12/17 23h,0.99779786,9.900931804,19.05788574,83.0558751,1018.081719,0.055583194,63.45401764
12/18 0h,0.984309892,9.855213925,19.47512207,82.52474423,1017.935781,0.133741181,63.01813507
12/18 1h,0.993632314,9.898086492,19.83657227,82.64597967,1017.300469,0.144604128,61.60476685
12/18 2h,1.061907726,10.15632054,20.18743286,83.12077177,1016.776563,0.110039953,61.7567749
12/18 3h,1.029642025,10.04780268,20.63488159,83.48259601,1016.295781,0.072653871,60.9649353
12/18 4h,1.063063106,10.17105177,20.92870483,84.00570842,1016.535859,0.048811547,58.75797272
12/18 5h,0.870583109,9.434769383,20.65761719,85.66454193,1017.257344,0.025533605,54.80657196
12/18 6h,0.910288813,9.58565563,20.69655762,86.10350552,1018.004141,0.017068814,53.40232086
12/18 7h,1.048536057,10.11487924,20.94054565,85.56537609,1017.600313,0.034139492,53.42803955
12/18 8h,1.116969779,10.36536434,21.37212524,85.0943449,1018.038594,0.052620657,56.17540741
12/18 9h,1.119776483,10.38685661,22.28447876,83.63409251,1018.322422,0.135857146,61.27896118
12/18 10h,0.930500643,9.685753265,22.6269165,83.30495323,1018.374141,0.171973836,62.05581665
12/18 11h,0.821052918,9.263033524,22.58049927,83.72717922,1017.764063,0.304588117,58.37780762
12/18 12h,0.6991948,8.762289827,22.34740601,84.76188561,1016.783984,0.309102703,52.37286377
12/18 13h,0.541172092,8.065222607,22.01525269,86.08996368,1015.589609,0.328853726,48.99897766
12/18 14h,0.497666847,7.83702323,21.77034912,87.41729415,1015.057109,0.225865748,43.45973206
12/18 15h,0.512389087,7.91737772,21.43816528,88.0289353,1014.868047,0.580256805,40.51513672
12/18 16h,0.553481528,8.119505036,21.8784729,85.62451817,1015.134609,0.164073426,37.97840881
